1678451561.008563404,0,-0.317826,0.220001,0
1678451561.010491032,1,-0.248619,0.23999,5.9999
1678451561.012536182,2,-0.261294,0.220001,5.9998
1678451561.014497031,3,-0.279305,0.279999,5.9997
1678451561.016505249,4,-0.277983,0.299988,5.9996
1678451561.018497859,5,-0.285553,0.320007,5.9995
1678451561.020492244,6,-0.245802,0.320007,5.9994
1678451561.022535599,7,-0.258969,0.399994,5.9993
1678451561.024536793,8,-0.249776,0.399994,5.9992
1678451561.026536679,9,-0.347497,0.399994,5.9991
1678451561.028539845,10,-0.310182,0.399994,5.999
1678451561.030503489,11,-0.236767,0.399994,5.9989
1678451561.032495510,12,-0.297835,0.380005,5.9988
1678451561.034490384,13,-0.318535,0.380005,5.9987
1678451561.036489374,14,-0.25687,0.380005,5.9986
1678451561.038489016,15,-0.30907,0.380005,5.9985
1678451561.040538006,16,-0.24966,0.380005,5.9984
1678451561.042494834,17,-0.24966,0.320007,5.9983
1678451561.044492432,18,-0.255695,0.279999,5.9982
1678451561.046489238,19,-0.255695,0.26001,5.9981
1678451561.048498668,20,-0.28903,0.220001,5.998
1678451561.050496785,21,-0.28903,0.26001,5.9979
1678451561.052492311,22,-0.264886,0.26001,5.9978
1678451561.054491705,23,-0.321663,0.23999,5.9977
1678451561.056501136,24,-0.244385,0.220001,5.9976
1678451561.058493657,25,-0.244385,0.220001,5.9975
1678451561.060496001,26,-0.319004,0.220001,5.9974
1678451561.062489638,27,-0.256036,0.220001,5.9973
1678451561.064521180,28,-0.306655,0.220001,5.9972
1678451561.066488438,29,-0.319227,0.119995,5.9971
1678451561.068520059,30,-0.218834,0.179993,5.997
1678451561.070487740,31,-0.266628,0.220001,5.9969
1678451561.072486117,32,-0.289479,0.26001,5.9968
1678451561.074504960,33,-0.269526,0.320007,5.9967
1678451561.076493166,34,-0.269526,0.299988,5.9966
1678451561.078489018,35,-0.299727,0.23999,5.9965
1678451561.080534894,36,-0.299727,0.220001,5.9964
1678451561.082495568,37,-0.259172,0.220001,5.9963
1678451561.084488342,38,-0.259172,0.200012,5.9962
1678451561.086504265,39,-0.292588,0.200012,5.9961
1678451561.088491630,40,-0.282848,0.179993,5.996
1678451561.090489216,41,-0.265735,0.179993,5.9959
1678451561.092541188,42,-0.300987,0.160004,5.9958
1678451561.094493184,43,-0.339695,0.160004,5.9957
1678451561.096545243,44,-0.339695,0.119995,5.9956
1678451561.098491375,45,-0.295942,0.100006,5.9955
1678451561.100536930,46,-0.295942,0.0599976,5.9954
1678451561.102497227,47,-0.25284,0.0400085,5.9953
1678451561.104503617,48,-0.293295,0.019989,5.9952
1678451561.106487118,49,-0.271282,0.019989,5.9951
1678451561.108576450,50,-0.298004,-0,5.995
1678451561.110491577,51,-0.298004,-0,5.9949
1678451561.112536293,52,-0.282458,0.019989,5.9948
1678451561.114497154,53,-0.266249,0.0599976,5.9947
1678451561.116538192,54,-0.289736,0.0599976,5.9946
1678451561.118498177,55,-0.308152,0.0799866,5.9945
1678451561.120486608,56,-0.308152,0.0799866,5.9944
1678451561.122484535,57,-0.242223,0.0599976,5.9943
1678451561.124530622,58,-0.266119,0.019989,5.9942
1678451561.126491587,59,-0.301057,0.0799866,5.9941
1678451561.128535195,60,-0.301057,0.0400085,5.994
1678451561.130490639,61,-0.264953,0.0799866,5.9939
1678451561.132502545,62,-0.289735,-0,5.9938
1678451561.134502614,63,-0.289735,0.100006,5.9937
1678451561.136545954,64,-0.313209,0.0400085,5.9936
1678451561.138494514,65,-0.29076,0.0400085,5.9935
1678451561.140482698,66,-0.290868,0.0400085,5.9934
1678451561.142482457,67,-0.263296,0.0599976,5.9933
1678451561.144482073,68,-0.257414,0.0400085,5.9932
1678451561.146482249,69,-0.290317,0.0599976,5.9931
1678451561.148491749,70,-0.291729,0.0599976,5.993
1678451561.150485161,71,-0.328719,0.0400085,5.9929
1678451561.152483226,72,-0.291296,0.0400085,5.9928
1678451561.154535152,73,-0.325123,0.0400085,5.9927
1678451561.156537350,74,-0.268624,0.019989,5.9926
1678451561.158497347,75,-0.244343,0.0599976,5.9925
1678451561.160502037,76,-0.290271,0.0799866,5.9924
1678451561.162496543,77,-0.276324,0.100006,5.9923
1678451561.164507202,78,-0.329207,0.119995,5.9922
1678451561.166492081,79,-0.329207,0.140015,5.9921
1678451561.168488228,80,-0.263242,0.140015,5.992
1678451561.170486001,81,-0.272815,0.160004,5.9919
1678451561.172533665,82,-0.229002,0.160004,5.9918
1678451561.174503758,83,-0.229002,0.160004,5.9917
1678451561.176495339,84,-0.272735,0.23999,5.9916
1678451561.178488297,85,-0.269131,0.279999,5.9915
1678451561.180539468,86,-0.222943,0.279999,5.9914
1678451561.182490059,87,-0.315808,0.279999,5.9913
1678451561.184535874,88,-0.315808,0.26001,5.9912
1678451561.186540904,89,-0.292311,0.279999,5.9911
1678451561.188536978,90,-0.292311,0.339996,5.991
1678451561.190537324,91,-0.312163,0.420013,5.9909
1678451561.192536594,92,-0.312163,0.399994,5.9908
1678451561.194497483,93,-0.304964,0.420013,5.9907
1678451561.196554253,94,-0.304964,0.420013,5.9906
1678451561.198495845,95,-0.304944,0.420013,5.9905
1678451561.200493792,96,-0.289223,0.440002,5.9904
1678451561.202509887,97,-0.294948,0.5,5.9903
1678451561.204488112,98,-0.254902,0.5,5.9902
1678451561.206485618,99,-0.254902,0.540009,5.9901
1678451561.208530516,100,-0.25533,0.559998,5.99
1678451561.210487976,101,-0.25533,0.519989,5.9899
1678451561.212531738,102,-0.25072,0.540009,5.9898
1678451561.214493892,103,-0.25072,0.540009,5.9897
1678451561.216500277,104,-0.282462,0.579987,5.9896
1678451561.218493787,105,-0.239443,0.660004,5.9895
1678451561.220492041,106,-0.281619,0.660004,5.9894
1678451561.222491328,107,-0.327274,0.660004,5.9893
1678451561.224494448,108,-0.251846,0.660004,5.9892
1678451561.226492505,109,-0.313413,0.700012,5.9891
1678451561.228493267,110,-0.259229,0.700012,5.989
1678451561.230492970,111,-0.280062,0.73999,5.9889
1678451561.232500567,112,-0.297094,0.73999,5.9888
1678451561.234489761,113,-0.297094,0.76001,5.9887
1678451561.236489573,114,-0.297094,0.76001,5.9886
1678451561.238485706,115,-0.249925,0.799988,5.9885
1678451561.240526261,116,-0.309422,0.76001,5.9884
1678451561.242487117,117,-0.321892,0.779999,5.9883
1678451561.244493422,118,-0.271017,0.700012,5.9882
1678451561.246487870,119,-0.309047,0.600006,5.9881
1678451561.248485752,120,-0.309047,0.579987,5.988
1678451561.250484465,121,-0.283034,0.579987,5.9879
1678451561.252485519,122,-0.308082,0.519989,5.9878
1678451561.254485653,123,-0.308082,0.540009,5.9877
1678451561.256486256,124,-0.268039,0.519989,5.9876
1678451561.258485814,125,-0.304955,0.540009,5.9875
1678451561.260483863,126,-0.304955,0.540009,5.9874
1678451561.262482361,127,-0.297749,0.579987,5.9873
1678451561.264527675,128,-0.297749,0.559998,5.9872
1678451561.266485687,129,-0.264692,0.540009,5.9871
1678451561.268534394,130,-0.264692,0.519989,5.987
1678451561.270485727,131,-0.300169,0.519989,5.9869
1678451561.272519770,132,-0.249553,0.5,5.9868
1678451561.274486947,133,-0.249553,0.480011,5.9867
1678451561.276494825,134,-0.254476,0.559998,5.9866
1678451561.278491191,135,-0.245839,0.519989,5.9865
1678451561.280491860,136,-0.274869,0.5,5.9864
1678451561.282492547,137,-0.305687,0.480011,5.9863
1678451561.284494664,138,-0.305687,0.380005,5.9862
1678451561.286489446,139,-0.284136,0.339996,5.9861
1678451561.288487504,140,-0.284136,0.339996,5.986
1678451561.290496430,141,-0.267588,0.339996,5.9859
1678451561.292493795,142,-0.247297,0.380005,5.9858
1678451561.294489296,143,-0.285994,0.359985,5.9857
1678451561.296537535,144,-0.279481,0.339996,5.9856
1678451561.298490412,145,-0.284286,0.26001,5.9855
1678451561.300497865,146,-0.297083,0.26001,5.9854
1678451561.302494571,147,-0.290405,0.299988,5.9853
1678451561.304495201,148,-0.27437,0.279999,5.9852
1678451561.306496575,149,-0.260249,0.220001,5.9851
1678451561.308493166,150,-0.256705,0.220001,5.985
1678451561.310487578,151,-0.255739,0.220001,5.9849
1678451561.312484546,152,-0.296163,0.160004,5.9848
1678451561.314485303,153,-0.306675,0.160004,5.9847
1678451561.316536381,154,-0.292574,0.0799866,5.9846
1678451561.318492797,155,-0.275558,0.140015,5.9845
1678451561.320537784,156,-0.281049,0.179993,5.9844
1678451561.322492616,157,-0.281049,0.200012,5.9843
1678451561.324488407,158,-0.252821,0.160004,5.9842
1678451561.326495236,159,-0.252821,0.119995,5.9841
1678451561.328545340,160,-0.289148,0.140015,5.984
1678451561.330551853,161,-0.296213,0.179993,5.9839
1678451561.332504525,162,-0.281005,0.140015,5.9838
1678451561.334498343,163,-0.291029,0.0400085,5.9837
1678451561.336539950,164,-0.25263,0.0400085,5.9836
1678451561.338497243,165,-0.275576,0.019989,5.9835
1678451561.340538221,166,-0.349943,-0,5.9834
1678451561.342497350,167,-0.292579,0.0799866,5.9833
1678451561.344538408,168,-0.28809,0.0799866,5.9832
1678451561.346497606,169,-0.300577,0.0599976,5.9831
1678451561.348492131,170,-0.308489,0.100006,5.983
1678451561.350495536,171,-0.308489,0.0799866,5.9829
1678451561.352493155,172,-0.263083,0.0799866,5.9828
1678451561.354495621,173,-0.312959,0.0400085,5.9827
1678451561.356540668,174,-0.346236,0.0400085,5.9826
1678451561.358539773,175,-0.28161,0.0400085,5.9825
1678451561.360539571,176,-0.245024,0.0799866,5.9824
1678451561.362541105,177,-0.284819,0.0799866,5.9823
1678451561.364538422,178,-0.271364,0.0799866,5.9822
1678451561.366537000,179,-0.312281,0.0599976,5.9821
1678451561.368537402,180,-0.294417,0.440002,5.982
1678451561.370539004,181,-0.293742,0.459991,5.9819
1678451561.372504524,182,-0.312269,0.480011,5.9818
1678451561.374491934,183,-0.295886,0.5,5.9817
1678451561.376538264,184,-0.279465,0.5,5.9816
1678451561.378537451,185,-0.313466,0.5,5.9815
1678451561.380537872,186,-0.308321,0.540009,5.9814
1678451561.382536930,187,-0.338893,0.540009,5.9813
1678451561.384537196,188,-0.287618,0.5,5.9812
1678451561.386539058,189,-0.292691,0.459991,5.9811
1678451561.388537243,190,-0.28246,0.459991,5.981
1678451561.390500664,191,-0.286291,0.540009,5.9809
1678451561.392498449,192,-0.286291,0.540009,5.9808
1678451561.394495311,193,-0.25535,0.579987,5.9807
1678451561.396492592,194,-0.240289,0.600006,5.9806
1678451561.398491818,195,-0.271035,0.480011,5.9805
1678451561.400492120,196,-0.296187,0.480011,5.9804
1678451561.402492662,197,-0.255193,0.480011,5.9803
1678451561.404487168,198,-0.255193,0.480011,5.9802
1678451561.406488689,199,-0.26825,0.480011,5.9801
1678451561.408538309,200,-0.26825,0.5,5.98
1678451561.410498036,201,-0.276068,0.559998,5.9799
1678451561.412538103,202,-0.279191,0.559998,5.9798
1678451561.414539145,203,-0.264601,0.579987,5.9797
1678451561.416538388,204,-0.270481,0.600006,5.9796
1678451561.418539708,205,-0.278927,0.619995,5.9795
1678451561.420500386,206,-0.31141,0.640015,5.9794
1678451561.422492551,207,-0.31141,0.640015,5.9793
1678451561.424544882,208,-0.284036,0.619995,5.9792
1678451561.426494606,209,-0.318914,0.600006,5.9791
1678451561.428540978,210,-0.286101,0.619995,5.979
1678451561.430497066,211,-0.288318,0.579987,5.9789
1678451561.432539097,212,-0.244986,0.519989,5.9788
1678451561.434496765,213,-0.281405,0.540009,5.9787
1678451561.436543685,214,-0.280017,0.519989,5.9786
1678451561.438540290,215,-0.291575,0.519989,5.9785
1678451561.440543057,216,-0.28597,0.5,5.9784
1678451561.442540877,217,-0.269087,0.519989,5.9783
1678451561.444541267,218,-0.335775,0.519989,5.9782
1678451561.446544694,219,-0.277486,0.440002,5.9781
1678451561.448544967,220,-0.285964,0.359985,5.978
1678451561.450499000,221,-0.293751,0.359985,5.9779
1678451561.452494973,222,-0.26015,0.480011,5.9778
1678451561.454538384,223,-0.296822,0.5,5.9777
1678451561.456541402,224,-0.31496,0.459991,5.9776
1678451561.458541463,225,-0.308082,0.5,5.9775
1678451561.460541354,226,-0.313194,0.5,5.9774
1678451561.462544235,227,-0.276152,0.480011,5.9773
1678451561.464537133,228,-0.274847,0.480011,5.9772
1678451561.466520334,229,-0.336117,0.440002,5.9771
1678451561.468498762,230,-0.242996,0.480011,5.977
1678451561.470493373,231,-0.243018,0.480011,5.9769
1678451561.472493313,232,-0.247994,0.459991,5.9768
1678451561.474498303,233,-0.273303,0.440002,5.9767
1678451561.476494718,234,-0.284254,0.420013,5.9766
1678451561.478493875,235,-0.284254,0.420013,5.9765
1678451561.480492942,236,-0.291143,0.420013,5.9764
1678451561.482490274,237,-0.26776,0.399994,5.9763
1678451561.484535982,238,-0.295354,0.399994,5.9762
1678451561.486496683,239,-0.298897,0.380005,5.9761
1678451561.488537858,240,-0.309147,0.339996,5.976
1678451561.490495901,241,-0.271234,0.339996,5.9759
1678451561.492502128,242,-0.271234,0.320007,5.9758
1678451561.494493922,243,-0.227739,0.320007,5.9757
1678451561.496500167,244,-0.232533,0.220001,5.9756
1678451561.498497800,245,-0.270433,0.119995,5.9755
1678451561.500538448,246,-0.265319,0.23999,5.9754
1678451561.502497280,247,-0.30951,0.26001,5.9753
1678451561.504542271,248,-0.267214,0.299988,5.9752
1678451561.506497479,249,-0.267214,0.279999,5.9751
1678451561.508539182,250,-0.268694,0.380005,5.975
1678451561.510497838,251,-0.300875,0.299988,5.9749
1678451561.512547498,252,-0.300875,0.299988,5.9748
1678451561.514496943,253,-0.292342,0.220001,5.9747
1678451561.516501113,254,-0.322942,0.220001,5.9746
1678451561.518494435,255,-0.299773,0.23999,5.9745
1678451561.520536913,256,-0.261685,0.220001,5.9744
1678451561.522497726,257,-0.275194,0.220001,5.9743
1678451561.524537868,258,-0.218864,0.23999,5.9742
1678451561.526537342,259,-0.307057,0.23999,5.9741
1678451561.528537320,260,-0.323205,0.23999,5.974
1678451561.530498673,261,-0.304449,0.26001,5.9739
1678451561.532494718,262,-0.295353,0.279999,5.9738
1678451561.534489703,263,-0.238816,0.279999,5.9737
1678451561.536540658,264,-0.304293,0.279999,5.9736
1678451561.538536781,265,-0.282752,0.279999,5.9735
1678451561.540538790,266,-0.296225,0.279999,5.9734
1678451561.542537919,267,-0.267322,0.279999,5.9733
1678451561.544539202,268,-0.24051,0.359985,5.9732
1678451561.546496442,269,-0.24051,0.420013,5.9731
1678451561.548502908,270,-0.270568,0.459991,5.973
1678451561.550496349,271,-0.283757,0.339996,5.9729
1678451561.552491731,272,-0.315156,0.339996,5.9728
1678451561.554496137,273,-0.277819,0.23999,5.9727
1678451561.556538113,274,-0.303301,0.299988,5.9726
1678451561.558492760,275,-0.304153,0.339996,5.9725
1678451561.560538219,276,-0.318214,0.26001,5.9724
1678451561.562537929,277,-0.30747,0.279999,5.9723
1678451561.564537111,278,-0.307024,0.380005,5.9722
1678451561.566538352,279,-0.238246,0.440002,5.9721
1678451561.568505389,280,-0.31164,0.420013,5.972
1678451561.570495474,281,-0.277859,0.420013,5.9719
1678451561.572489845,282,-0.306634,0.459991,5.9718
1678451561.574495414,283,-0.265972,0.459991,5.9717
1678451561.576541506,284,-0.292449,0.519989,5.9716
1678451561.578539374,285,-0.295984,0.519989,5.9715
1678451561.580541489,286,-0.322928,0.540009,5.9714
1678451561.582506253,287,-0.334696,0.579987,5.9713
1678451561.584493107,288,-0.270063,0.600006,5.9712
1678451561.586496765,289,-0.327596,0.600006,5.9711
1678451561.588541948,290,-0.311058,0.619995,5.971
1678451561.590503945,291,-0.30594,0.640015,5.9709
1678451561.592496766,292,-0.29771,0.679993,5.9708
1678451561.594490048,293,-0.314443,0.700012,5.9707
1678451561.596536610,294,-0.249603,0.720001,5.9706
1678451561.598497335,295,-0.276328,0.720001,5.9705
1678451561.600541327,296,-0.253837,0.720001,5.9704
1678451561.602496895,297,-0.253837,0.76001,5.9703
1678451561.604537605,298,-0.343203,0.799988,5.9702
1678451561.606497018,299,-0.277808,0.779999,5.9701
1678451561.608499016,300,-0.326262,0.799988,5.97
1678451561.610494877,301,-0.312172,0.779999,5.9699
1678451561.612537029,302,-0.286985,0.779999,5.9698
1678451561.614543827,303,-0.240181,0.779999,5.9697
1678451561.616538447,304,-0.249315,0.779999,5.9696
1678451561.618541662,305,-0.286734,0.640015,5.9695
1678451561.620537431,306,-0.286915,0.720001,5.9694
1678451561.622500012,307,-0.255134,0.779999,5.9693
1678451561.624492326,308,-0.266336,0.859985,5.9692
1678451561.626544433,309,-0.22277,0.839996,5.9691
1678451561.628538349,310,-0.22277,0.859985,5.969
1678451561.630538927,311,-0.206759,0.799988,5.9689
1678451561.632538978,312,-0.276087,0.76001,5.9688
1678451561.634540323,313,-0.276087,0.679993,5.9687
1678451561.636538114,314,-0.287319,0.720001,5.9686
1678451561.638506262,315,-0.288572,0.679993,5.9685
1678451561.640498111,316,-0.281062,0.679993,5.9684
1678451561.642493729,317,-0.285086,0.660004,5.9683
1678451561.644492182,318,-0.245302,0.660004,5.9682
1678451561.646500404,319,-0.277359,0.660004,5.9681
1678451561.648495639,320,-0.277359,0.660004,5.968
1678451561.650492551,321,-0.280226,0.640015,5.9679
1678451561.652493217,322,-0.306142,0.640015,5.9678
1678451561.654491736,323,-0.274611,0.619995,5.9677
1678451561.656536435,324,-0.245159,0.540009,5.9676
1678451561.658489971,325,-0.282087,0.540009,5.9675
1678451561.660542630,326,-0.323349,0.519989,5.9674
1678451561.662498831,327,-0.28382,0.440002,5.9673
1678451561.664494119,328,-0.311966,0.440002,5.9672
1678451561.666496133,329,-0.275943,0.420013,5.9671
1678451561.668540916,330,-0.260659,0.380005,5.967
1678451561.670497514,331,-0.260659,0.26001,5.9669
1678451561.672541916,332,-0.239841,0.23999,5.9668
1678451561.674496984,333,-0.296491,0.179993,5.9667
1678451561.676541335,334,-0.243465,0.200012,5.9666
1678451561.678494768,335,-0.265726,0.140015,5.9665
1678451561.680541459,336,-0.299625,0.200012,5.9664
1678451561.682497108,337,-0.242238,0.140015,5.9663
1678451561.684541235,338,-0.27665,0.220001,5.9662
1678451561.686537469,339,-0.282676,0.23999,5.9661
1678451561.688542422,340,-0.279223,0.200012,5.966
1678451561.690494582,341,-0.332029,0.179993,5.9659
1678451561.692545466,342,-0.304174,0.100006,5.9658
1678451561.694496290,343,-0.262676,0.119995,5.9657
1678451561.696541036,344,-0.248532,0.119995,5.9656
1678451561.698488553,345,-0.295448,0.100006,5.9655
1678451561.700543216,346,-0.282969,0.0799866,5.9654
1678451561.702492976,347,-0.247831,0.0599976,5.9653
1678451561.704500310,348,-0.297045,0.0400085,5.9652
1678451561.706499761,349,-0.299101,0.0599976,5.9651
1678451561.708500226,350,-0.298355,0.0599976,5.965
1678451561.710493856,351,-0.238802,0.0599976,5.9649
1678451561.712499082,352,-0.283141,0.0599976,5.9648
1678451561.714506488,353,-0.304861,0.0599976,5.9647
1678451561.716498369,354,-0.281865,0.0400085,5.9646
1678451561.718488522,355,-0.260887,0.019989,5.9645
1678451561.720537550,356,-0.274005,0.0599976,5.9644
1678451561.722493778,357,-0.306238,0.0599976,5.9643
1678451561.724498248,358,-0.311927,0.0799866,5.9642
1678451561.726496458,359,-0.249315,0.0799866,5.9641
1678451561.728493664,360,-0.306886,0.019989,5.964
1678451561.730492829,361,-0.264393,0.019989,5.9639
1678451561.732492510,362,-0.316426,0.0400085,5.9638
1678451561.734491588,363,-0.306094,0.019989,5.9637
1678451561.736487395,364,-0.276609,0.100006,5.9636
1678451561.738498120,365,-0.294829,0.140015,5.9635
1678451561.740489791,366,-0.29236,0.200012,5.9634
1678451561.742542832,367,-0.289037,0.200012,5.9633
1678451561.744541755,368,-0.287723,0.200012,5.9632
1678451561.746540985,369,-0.288267,0.200012,5.9631
1678451561.748541054,370,-0.301986,0.220001,5.963
1678451561.750541179,371,-0.294689,0.23999,5.9629
1678451561.752545649,372,-0.227535,0.160004,5.9628
1678451561.754500430,373,-0.279409,0.179993,5.9627
1678451561.756502532,374,-0.280756,0.200012,5.9626
1678451561.758494158,375,-0.251209,0.200012,5.9625
1678451561.760545352,376,-0.268147,0.179993,5.9624
1678451561.762497365,377,-0.304484,0.23999,5.9623
1678451561.764541507,378,-0.304484,0.23999,5.9622
1678451561.766498192,379,-0.247838,0.26001,5.9621
1678451561.768543051,380,-0.281877,0.26001,5.962
1678451561.770497319,381,-0.319361,0.320007,5.9619
1678451561.772541363,382,-0.330034,0.339996,5.9618
1678451561.774539520,383,-0.277998,0.380005,5.9617
1678451561.776536945,384,-0.25501,0.399994,5.9616
1678451561.778498538,385,-0.257288,0.440002,5.9615
1678451561.780495583,386,-0.281079,0.459991,5.9614
1678451561.782537370,387,-0.272638,0.519989,5.9613
1678451561.784537533,388,-0.281411,0.540009,5.9612
1678451561.786538015,389,-0.2729,0.600006,5.9611
1678451561.788537353,390,-0.335853,0.559998,5.961
1678451561.790492689,391,-0.290941,0.600006,5.9609
1678451561.792515271,392,-0.286317,0.540009,5.9608
1678451561.794496609,393,-0.253982,0.519989,5.9607
1678451561.796540776,394,-0.31304,0.559998,5.9606
1678451561.798492248,395,-0.300115,0.579987,5.9605
1678451561.800545174,396,-0.292502,0.660004,5.9604
1678451561.802536476,397,-0.283668,0.640015,5.9603
1678451561.804538398,398,-0.28775,0.640015,5.9602
1678451561.806509899,399,-0.26334,0.660004,5.9601
1678451561.808500701,400,-0.285246,0.660004,5.96
1678451561.810497062,401,-0.290631,0.679993,5.9599
1678451561.812493039,402,-0.308549,0.679993,5.9598
1678451561.814492413,403,-0.27565,0.640015,5.9597
1678451561.816488638,404,-0.302671,0.619995,5.9596
1678451561.818487569,405,-0.268455,0.619995,5.9595
1678451561.820491967,406,-0.33729,0.640015,5.9594
1678451561.822488400,407,-0.305946,0.619995,5.9593
1678451561.824538151,408,-0.259226,0.600006,5.9592
1678451561.826497833,409,-0.331439,0.600006,5.9591
1678451561.828538671,410,-0.297445,0.640015,5.959
1678451561.830497996,411,-0.283595,0.600006,5.9589
1678451561.832537998,412,-0.312236,0.559998,5.9588
1678451561.834497967,413,-0.2839,0.5,5.9587
1678451561.836508017,414,-0.240625,0.459991,5.9586
1678451561.838499382,415,-0.240625,0.459991,5.9585
1678451561.840501956,416,-0.254956,0.420013,5.9584
1678451561.842492702,417,-0.278258,0.440002,5.9583
1678451561.844537012,418,-0.242623,0.440002,5.9582
1678451561.846497253,419,-0.334387,0.420013,5.9581
1678451561.848537864,420,-0.285532,0.399994,5.958
1678451561.850497293,421,-0.226847,0.399994,5.9579
