1680345689.079327082,200,0
1680345689.079564887,19.9990,0
1680345689.081634963,19.9980,0
1680345689.083616182,19.9970,0
1680345689.085614107,19.9960,0
1680345689.087617634,19.9950,0
1680345689.089616853,19.9940,0
1680345689.091615133,19.9930,0
1680345689.093614928,19.9920,0
1680345689.095616367,19.9910,0
1680345689.097616792,19.990,0
1680345689.099619036,19.9890,0
1680345689.101664303,19.9880,0
1680345689.103664051,19.9870,0
1680345689.105618214,19.9860,0
1680345689.107662609,19.9850,0
1680345689.109619398,19.9840,0
1680345689.111621425,19.9830,0
1680345689.113618909,19.9820,0
1680345689.115663093,19.9810,0
1680345689.117618027,19.980,0
1680345689.119664079,19.9790,0
1680345689.121664699,19.9780,0
1680345689.123621306,19.9770,0
1680345689.125619254,19.9760,0
1680345689.127663569,19.9750,0
1680345689.129664353,19.9740,0
1680345689.131666384,19.9730,0
1680345689.133665504,19.9720,0
1680345689.135665504,19.9710,0
1680345689.137664875,19.970,0
1680345689.139665635,19.9690,0
1680345689.141630174,19.9680,0
1680345689.143636479,19.9670,0
1680345689.145622014,19.9660,0
1680345689.147615741,19.9650,0
1680345689.149615689,19.9640,0
1680345689.151613188,19.9630,0
1680345689.153670001,19.9620,0
1680345689.155620768,19.9610,0
1680345689.157622435,19.960,0
1680345689.159665039,19.9590,0
1680345689.161664887,19.9580,0
1680345689.163663811,19.9570,0
1680345689.165665937,19.9560,0
1680345689.167622558,19.9550,0
1680345689.169616293,19.9540,0
1680345689.171662240,19.9530,0
1680345689.173616665,19.9520,0
1680345689.175628095,19.9510,0
1680345689.177616972,19.950,0
1680345689.179622431,19.9490,0
1680345689.181623118,19.9480,0
1680345689.183664138,19.9470,0
1680345689.185619034,19.9460,0
1680345689.187663118,19.9450,0
1680345689.189618088,19.9440,0
1680345689.191663809,19.9430,0
1680345689.193622544,19.9420,0
1680345689.195664856,19.9410,0
1680345689.197667144,19.940,0
1680345689.199667351,19.9390,0
1680345689.201673695,19.9380,0
1680345689.203665891,19.9370,0
1680345689.205619046,19.9360,0
1680345689.207663286,19.9350,0
1680345689.209617609,19.9340,0
1680345689.211665541,19.9330,0
1680345689.213622916,19.9320,0
1680345689.215628848,19.9310,0
1680345689.217619291,19.930,0
1680345689.219619759,19.9290,0
1680345689.221617299,19.9280,0
1680345689.223615146,19.9270,0
1680345689.225616758,19.9260,0
1680345689.227620821,19.9250,0
1680345689.229666540,19.9240,0
1680345689.231617609,19.9230,0
1680345689.233613329,19.9220,0
1680345689.235611324,19.9210,0
1680345689.237614624,19.920,0
1680345689.239615471,19.9190,0
1680345689.241663630,19.9180,0
1680345689.243664570,19.9170,0
1680345689.245670670,19.9160,0
1680345689.247666469,19.9150,0
1680345689.249669436,19.9140,0
1680345689.251621080,19.9130,0
1680345689.253668428,19.9120,0
1680345689.255665895,19.9110,0
1680345689.257667191,19.910,0
1680345689.259664383,19.9090,0
1680345689.261666694,19.9080,0
1680345689.263619889,19.9070,0
1680345689.265668329,19.9060,0
1680345689.267666198,19.9050,0
1680345689.269664896,19.9040,0
1680345689.271700520,19.9030,0
1680345689.273619008,19.9020,0
1680345689.275617268,19.9010,0
1680345689.277617323,19.90,0
1680345689.279615698,19.8990,0
1680345689.281617210,19.898-3988,110
1680345689.283615878,19.897-3984,83
1680345689.285615681,19.896-3995,68
1680345689.287620037,19.895-4157,72
1680345689.289634317,19.894-4182,64
1680345689.291624700,19.893-4253,-19
1680345689.293618599,19.892-4276,-106
1680345689.295618003,19.891-4328,-141
1680345689.297617955,19.89-4348,-158
1680345689.299617466,19.889-4382,-218
1680345689.301615523,19.888-4456,-276
1680345689.303630258,19.887-4458,-270
1680345689.305620001,19.886-4455,-250
1680345689.307617725,19.885-4519,-283
1680345689.309616305,19.884-4532,-290
1680345689.311613592,19.883-4471,-327
1680345689.313614804,19.882-4502,-282
1680345689.315613339,19.881-3932,330
1680345689.317614567,19.88-3930,90
1680345689.319613715,19.879-3930,90
1680345689.321612741,19.878-3930,90
1680345689.323612850,19.877-3930,90
1680345689.325613597,19.876-3930,90
1680345689.327612569,19.875-3930,90
1680345689.329613176,19.874-3930,90
1680345689.331613264,19.873-3930,90
1680345689.333612851,19.872-3930,90
1680345689.335613100,19.871-3930,90
1680345689.337616355,19.87-3930,90
1680345689.339665947,19.869-4514,-40
1680345689.341665231,19.868-4441,7
1680345689.343670613,19.867-4374,60
1680345689.345667637,19.866-4213,92
1680345689.347667048,19.865-4157,76
1680345689.349665169,19.864-4166,146
1680345689.351622603,19.863-4141,169
1680345689.353673956,19.862-4138,218
1680345689.355626387,19.861-4186,314
1680345689.357619083,19.86-4166,253
1680345689.359671079,19.859-4155,275
1680345689.361619346,19.858-4147,254
1680345689.363627250,19.857-4042,236
1680345689.365622765,19.856-4088,178
1680345689.367620116,19.855-4096,122
1680345689.369618784,19.854-4147,75
1680345689.371621080,19.853-4180,20
1680345689.373616527,19.852-4174,-86
1680345689.375664951,19.851-4188,-112
1680345689.377663382,19.85-4215,-116
1680345689.379663327,19.849-4267,-182
1680345689.381662676,19.848-4345,-268
1680345689.383661679,19.847-4381,-288
1680345689.385616246,19.846-4408,-364
1680345689.387662984,19.845-4541,-406
1680345689.389617948,19.844-4666,-416
1680345689.391664168,19.843-4667,-432
1680345689.393616103,19.842-4403,-388
1680345689.395663367,19.841-3245,2240
1680345689.397666690,19.84-2852,2460
1680345689.399664791,19.839-2852,2557
1680345689.401618365,19.838-2852,2557
1680345689.403613958,19.837-2852,2557
1680345689.405617245,19.836-2852,2557
1680345689.407665849,19.835-2852,2557
1680345689.409618980,19.834-2852,2557
1680345689.411621260,19.833-2852,2557
1680345689.413617207,19.832-2852,2557
1680345689.415664115,19.831-2852,2557
1680345689.417624994,19.83-2852,2557
1680345689.419666926,19.829-2852,2557
1680345689.421617766,19.828-2852,2557
1680345689.423664685,19.827-5703,-2568
1680345689.425619257,19.826-5876,-2666
1680345689.427669692,19.825-5994,-2679
1680345689.429618704,19.824-6068,-2616
1680345689.431671811,19.823-2988,2770
1680345689.433618547,19.822-2848,2727
1680345689.435667035,19.821-2758,2681
1680345689.437619247,19.82-2646,2508
1680345689.439632238,19.819-2562,2229
1680345689.441623850,19.818-2505,1923
1680345689.443664277,19.817-2524,1566
1680345689.445670005,19.816-2606,1154
1680345689.447672073,19.815-2768,750
1680345689.449618639,19.814-3086,276
1680345689.451663300,19.813-3402,-208
1680345689.453617639,19.812-3713,-586
1680345689.455663523,19.811-4016,-1024
1680345689.457664703,19.81-4358,-1475
1680345689.459665962,19.809-4662,-1896
1680345689.461664673,19.808-5011,-2209
1680345689.463669818,19.807-5329,-2457
1680345689.465618937,19.806-5605,-2709
1680345689.467674376,19.805-5868,-2872
1680345689.469676508,19.804-6056,-2936
1680345689.471666052,19.803-6215,-2931
1680345689.473617371,19.802-6290,-2861
1680345689.475613607,19.801-6368,-2624
1680345689.477665127,19.8-6357,-2277
1680345689.479665901,19.799-5867,-1564
1680345689.481618465,19.798-5695,-1271
1680345689.483663269,19.797-5568,-1128
1680345689.485617516,19.796-5568,-1128
1680345689.487665460,19.795-5568,-1128
1680345689.489617687,19.794-5568,-1128
1680345689.491668128,19.793-5568,-1128
1680345689.493674776,19.792-5568,-1128
1680345689.495629711,19.791-5568,-1128
1680345689.497620819,19.79-5568,-1128
1680345689.499618550,19.789-5568,-1128
1680345689.501617566,19.788-5568,-1128
1680345689.503617420,19.787-3650,758
1680345689.505617028,19.786-3782,396
1680345689.507617676,19.785-3933,48
1680345689.509614056,19.784-4152,-300
1680345689.511613142,19.783-3203,1534
1680345689.513613717,19.782-3332,1258
1680345689.515614070,19.781-3492,928
1680345689.517612286,19.78-3677,534
1680345689.519647675,19.779-3909,146
1680345689.521610740,19.778-4226,-248
1680345689.523647464,19.777-4416,-668
1680345689.525617284,19.776-4631,-1063
1680345689.527651830,19.775-4870,-1448
1680345689.529613556,19.774-5048,-1768
1680345689.531652709,19.773-5242,-2083
1680345689.533613996,19.772-5438,-2286
1680345689.535610646,19.771-5556,-2482
1680345689.537650037,19.77-5731,-2680
1680345689.539670441,19.769-5818,-2841
1680345689.541658830,19.768-5907,-2894
1680345689.543657358,19.767-5956,-2826
1680345689.545616090,19.766-6027,-2688
1680345689.547663816,19.765-6016,-2554
1680345689.549619671,19.764-6006,-2315
1680345689.551664003,19.763-5945,-1998
1680345689.553667535,19.762-5808,-1752
1680345689.555667287,19.761-5632,-1476
1680345689.557666855,19.76-5438,-1117
1680345689.559674993,19.759-5888,-2490
1680345689.561665270,19.758-5920,-2266
1680345689.563665228,19.757-5931,-2117
1680345689.565665484,19.756-5931,-2117
1680345689.567666504,19.755-5931,-2117
1680345689.569667792,19.754-5931,-2117
1680345689.571670767,19.753-5931,-2117
1680345689.573666442,19.752-5931,-2117
1680345689.575665167,19.751-5931,-2117
1680345689.577666734,19.75-5931,-2117
1680345689.579668386,19.749-5931,-2117
1680345689.581666357,19.748-5931,-2117
1680345689.583675861,19.747-3628,982
1680345689.585618820,19.746-3780,586
1680345689.587674156,19.745-3928,314
1680345689.589661376,19.744-4082,14
1680345689.591625763,19.743-4084,556
1680345689.593618319,19.742-4066,433
1680345689.595619345,19.741-4028,329
1680345689.597625934,19.74-4018,264
1680345689.599618037,19.739-4006,182
1680345689.601616229,19.738-4127,145
1680345689.603614837,19.737-4276,185
1680345689.605623247,19.736-4432,116
1680345689.607669112,19.735-4571,17
1680345689.609618143,19.734-4752,-80
1680345689.611615282,19.733-4844,-204
1680345689.613621354,19.732-4901,-290
1680345689.615677802,19.731-4943,-363
1680345689.617620590,19.73-5000,-475
1680345689.619677445,19.729-4990,-592
1680345689.621617757,19.728-5006,-712
1680345689.623663309,19.727-4990,-823
1680345689.625616944,19.726-4970,-928
1680345689.627622600,19.725-4919,-920
1680345689.629617798,19.724-4875,-887
1680345689.631677018,19.723-4870,-808
1680345689.633620630,19.722-4839,-780
1680345689.635615769,19.721-4869,-708
1680345689.637615038,19.72-4886,-636
1680345689.639613689,19.719-4471,-45
1680345689.641614064,19.718-4589,-112
1680345689.643613741,19.717-4593,-160
1680345689.645664240,19.716-4593,-160
1680345689.647664848,19.715-4593,-160
1680345689.649672675,19.714-4593,-160
1680345689.651672111,19.713-4593,-160
1680345689.653671842,19.712-4593,-160
1680345689.655671535,19.711-4593,-160
1680345689.657622146,19.71-4593,-160
1680345689.659618345,19.709-4593,-160
1680345689.661663524,19.708-4593,-160
1680345689.663620336,19.707-4858,-437
1680345689.665617152,19.706-4838,-388
1680345689.667615779,19.705-4848,-338
1680345689.669616255,19.704-4808,-345
1680345689.671625130,19.703-4790,-450
1680345689.673621154,19.702-4746,-375
1680345689.675618782,19.701-4659,-270
1680345689.677617085,19.7-4562,-174
1680345689.679617253,19.699-4499,-103
1680345689.681616952,19.698-4428,-54
1680345689.683616384,19.697-4408,-44
1680345689.685616507,19.696-4342,-52
1680345689.687616059,19.695-4306,-18
1680345689.689619686,19.694-4302,-24
1680345689.691613982,19.693-4344,73
1680345689.693666166,19.692-4324,77
1680345689.695668538,19.691-4352,88
1680345689.697666466,19.69-4507,45
1680345689.699671301,19.689-4548,-62
1680345689.701619137,19.688-4583,-191
1680345689.703664220,19.687-4541,-276
1680345689.705665824,19.686-4583,-356
1680345689.707619708,19.685-4539,-358
1680345689.709617351,19.684-4512,-441
1680345689.711663675,19.683-4462,-464
1680345689.713617294,19.682-4550,-496
