0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-5488,-346
-5530,-336
-5536,-292
-5573,-226
-5554,-439
-5589,-432
-5567,-407
-5515,-401
-5488,-399
-5474,-379
-5481,-366
-5462,-328
-5511,-334
-5602,-350
-5632,-343
-5576,-275
-5595,-222
-5584,-231
-5523,-228
-5472,-136
-5514,-174
-5488,-222
-5474,-217
-5446,-206
-5454,-288
-5471,-302
-5495,-300
-5526,-306
-5464,-207
-5532,-284
-5532,-284
-5532,-284
-5532,-284
-5532,-284
-5532,-284
-5532,-284
-5532,-284
-5532,-284
-5532,-284
-5532,-284
-5542,-390
-5576,-387
-5588,-373
-5520,-322
-5548,-320
-5564,-336
-5559,-343
-5582,-316
-5598,-330
-5606,-304
-5616,-248
-5542,-201
-5552,-272
-5488,-335
-5422,-361
-5366,-280
-5390,-286
-5447,-196
-5436,-184
-5379,-182
-5407,-242
-5418,-269
-5424,-235
-5465,-232
-5509,-275
-5478,-384
-5500,-418
-5496,-517
-5560,-219
-5538,-170
-5538,-170
-5538,-170
-5538,-170
-5538,-170
-5538,-170
-5538,-170
-5538,-170
-5538,-170
-5538,-170
-5538,-170
-5538,-170
-5538,-170
-5691,-532
-5688,-536
-5685,-541
-5654,-512
-5384,-174
-5460,-185
-5452,-231
-5392,-287
-5444,-338
-5507,-354
-5578,-437
-5648,-476
-5680,-526
-5666,-504
-5635,-524
-5543,-328
-5589,-412
-5554,-398
-5543,-359
-5454,-331
-5503,-361
-5498,-305
-5476,-250
-5492,-116
-5456,-76
-5382,-124
-5430,-138
-5352,-87
-5510,-228
-5536,-183
-5536,-183
-5536,-183
-5536,-183
-5536,-183
-5536,-183
-5536,-183
-5536,-183
-5536,-183
-5536,-183
-5536,-183
