1680344311.889363563,00,0
1680344311.889472775,19.9990,0
1680344311.891531286,19.9980,0
1680344311.893524792,19.9970,0
1680344311.895524344,19.9960,0
1680344311.897524612,19.9950,0
1680344311.899525676,19.9940,0
1680344311.901523661,19.9930,0
1680344311.903528663,19.9920,0
1680344311.905523721,19.9910,0
1680344311.907520843,19.990,0
1680344311.909523082,19.9890,0
1680344311.911528191,19.9880,0
1680344311.913527985,19.9870,0
1680344311.915525953,19.9860,0
1680344311.917525585,19.9850,0
1680344311.919525027,19.9840,0
1680344311.921525296,19.9830,0
1680344311.923524906,19.9820,0
1680344311.925526481,19.9810,0
1680344311.927526859,19.980,0
1680344311.929530389,19.9790,0
1680344311.931529071,19.9780,0
1680344311.933539851,19.9770,0
1680344311.935530367,19.9760,0
1680344311.937528608,19.9750,0
1680344311.939526705,19.9740,0
1680344311.941528357,19.9730,0
1680344311.943526929,19.9720,0
1680344311.945528503,19.9710,0
1680344311.947527707,19.970,0
1680344311.949524357,19.9690,0
1680344311.951525228,19.9680,0
1680344311.953526143,19.9670,0
1680344311.955524777,19.9660,0
1680344311.957524686,19.9650,0
1680344311.959525004,19.9640,0
1680344311.961525270,19.9630,0
1680344311.963523463,19.9620,0
1680344311.965523662,19.9610,0
1680344311.967529003,19.960,0
1680344311.969524506,19.9590,0
1680344311.971521497,19.9580,0
1680344311.973521285,19.9570,0
1680344311.975525808,19.9560,0
1680344311.977524305,19.9550,0
1680344311.979525586,19.9540,0
1680344311.981524882,19.9530,0
1680344311.983524300,19.9520,0
1680344311.985523745,19.9510,0
1680344311.987522963,19.950,0
1680344311.989522385,19.9490,0
1680344311.991525878,19.9480,0
1680344311.993526186,19.9470,0
1680344311.995525070,19.9460,0
1680344311.997537311,19.9450,0
1680344311.999535594,19.9440,0
1680344312.001532026,19.9430,0
1680344312.003529112,19.9420,0
1680344312.005529065,19.9410,0
1680344312.007528953,19.940,0
1680344312.009530105,19.9390,0
1680344312.011526724,19.9380,0
1680344312.013525715,19.9370,0
1680344312.015526659,19.9360,0
1680344312.017527283,19.9350,0
1680344312.019528264,19.9340,0
1680344312.021524574,19.9330,0
1680344312.023524726,19.9320,0
1680344312.025526019,19.9310,0
1680344312.027524540,19.930,0
1680344312.029525229,19.9290,0
1680344312.031524336,19.9280,0
1680344312.033528152,19.9270,0
1680344312.035526399,19.9260,0
1680344312.037523476,19.9250,0
1680344312.039520607,19.9240,0
1680344312.041523758,19.9230,0
1680344312.043525439,19.9220,0
1680344312.045524971,19.9210,0
1680344312.047522443,19.920,0
1680344312.049523244,19.9190,0
1680344312.051523157,19.9180,0
1680344312.053523060,19.9170,0
1680344312.055522801,19.9160,0
1680344312.057524323,19.9150,0
1680344312.059525674,19.9140,0
1680344312.061525610,19.9130,0
1680344312.063536637,19.9120,0
1680344312.065539123,19.9110,0
1680344312.067531175,19.910,0
1680344312.069526835,19.9090,0
1680344312.071526747,19.9080,0
1680344312.073526706,19.9070,0
1680344312.075526794,19.9060,0
1680344312.077526601,19.9050,0
1680344312.079525855,19.9040,0
1680344312.081526487,19.9030,0
1680344312.083524972,19.9020,0
1680344312.085525327,19.9010,0
1680344312.087524444,19.90,0
1680344312.089525060,19.8990,0
1680344312.091523850,19.8980,0
1680344312.093525436,19.8970,0
1680344312.095523784,19.8960,0
1680344312.097530750,19.8950,0
1680344312.099523101,19.8940,0
