0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-5155,344
-5168,288
-5146,141
-5134,48
-5096,-110
-5117,-226
-5084,-322
-5146,-439
-5152,-539
-5282,-626
-5480,-647
-5564,-604
-5652,-211
-5626,-156
-5626,-129
-5626,-129
-5626,-129
-5626,-129
-5626,-129
-5626,-129
-5626,-129
-5626,-129
-5626,-129
-5626,-129
-5626,-129
-5626,-129
-5399,-352
-5510,-292
-5538,-228
-5520,-187
-5140,-8
-5184,-286
-5240,-376
-5330,-496
-5402,-547
-5523,-656
-5566,-711
-5604,-752
-5546,-622
-5642,-584
-5652,-536
-5666,-384
-5589,-293
-5496,-266
-5435,-160
-5367,-112
-5326,4
-5264,46
-5184,39
-5090,84
-5022,154
-5032,110
-5011,45
-5059,69
-4948,22
-4987,24
-5019,5
-5019,5
-5019,5
-5019,5
-5019,5
-5019,5
-5019,5
-5019,5
-5019,5
-5019,5
-5019,5
-5019,5
-5192,-225
-5112,-168
-5019,-100
-5034,-34
-5192,-146
-5280,-263
-5394,-302
-5480,-373
-5527,-412
-5619,-480
-5542,-513
-5444,-502
-5407,-468
-5403,-423
-5366,-335
-5344,-280
-5268,-175
-5226,-116
-5222,-90
-5210,-17
-5176,34
-5188,35
-5179,22
-5151,50
-5172,55
-5160,34
-5092,57
-4995,82
-4839,252
-4800,278
-4802,303
-4802,303
-4802,303
-4802,303
-4802,303
-4802,303
-4802,303
-4802,303
-4802,303
-4802,303
-5007,45
-5030,124
-4972,221
-5058,297
-4932,164
-4862,134
-4798,175
-4813,288
-4872,460
-4828,523
-4882,517
-4861,541
-4856,531
-4860,507
-4782,506
-4726,403
-4704,395
-4675,298
-4694,290
-4748,272
-4818,228
-4889,147
