1680337164.460518595,0,0
1680337164.460642234,0,0
1680337164.462751687,0,0
1680337164.464702773,0,0
1680337164.466745822,0,0
1680337164.468699059,0,0
1680337164.470742887,0,0
1680337164.472703133,0,0
1680337164.474743585,0,0
1680337164.476703190,0,0
1680337164.478747567,0,0
1680337164.480710196,0,0
1680337164.482747044,0,0
1680337164.484704727,0,0
1680337164.486744130,0,0
1680337164.488703813,0,0
1680337164.490706423,0,0
1680337164.492704601,0,0
1680337164.494700601,0,0
1680337164.496699336,0,0
1680337164.498701282,0,0
1680337164.500700953,0,0
1680337164.502698255,0,0
1680337164.504696943,0,0
1680337164.506697661,0,0
1680337164.508696268,0,0
1680337164.510698477,0,0
1680337164.512693791,0,0
1680337164.514728854,0,0
1680337164.516695457,0,0
1680337164.518734031,0,0
1680337164.520698238,0,0
1680337164.522698859,0,0
1680337164.524698389,0,0
1680337164.526734648,0,0
1680337164.528697847,0,0
1680337164.530735535,0,0
1680337164.532702089,0,0
1680337164.534743190,0,0
1680337164.536702638,0,0
1680337164.538741908,0,0
1680337164.540703258,0,0
1680337164.542747563,0,0
1680337164.544703761,0,0
1680337164.546701323,0,0
1680337164.548696523,0,0
1680337164.550698213,0,0
1680337164.552699123,0,0
1680337164.554697042,0,0
1680337164.556703249,0,0
1680337164.558744438,0,0
1680337164.560711392,0,0
1680337164.562707046,0,0
1680337164.564699686,0,0
1680337164.566701192,0,0
1680337164.568698800,0,0
1680337164.570701122,0,0
1680337164.572695261,0,0
1680337164.574695686,0,0
1680337164.576694437,0,0
1680337164.578694196,0,0
1680337164.580696099,0,0
1680337164.582728661,0,0
1680337164.584695281,0,0
1680337164.586728291,0,0
1680337164.588695503,0,0
1680337164.590728259,0,0
1680337164.592697965,0,0
1680337164.594735579,0,0
1680337164.596697975,0,0
1680337164.598734147,0,0
1680337164.600698197,0,0
1680337164.602704310,0,0
1680337164.604701813,0,0
1680337164.606743410,0,0
1680337164.608702355,0,0
1680337164.610744649,0,0
1680337164.612703782,0,0
1680337164.614746350,0,0
1680337164.616698768,0,0
1680337164.618718979,0,0
1680337164.620703758,0,0
1680337164.622708285,0,0
1680337164.624700616,0,0
1680337164.626701250,0,0
1680337164.628699429,0,0
1680337164.630701469,0,0
1680337164.632697027,0,0
1680337164.634696845,0,0
1680337164.636695879,0,0
1680337164.638696904,0,0
1680337164.640695330,0,0
1680337164.642730258,0,0
1680337164.644696134,0,0
1680337164.646727073,0,0
1680337164.648694395,0,0
1680337164.650728602,0,0
1680337164.652696640,0,0
1680337164.654734075,0,0
1680337164.656697959,0,0
1680337164.658731537,0,0
1680337164.660696436,0,0
1680337164.662696741,0,0
1680337164.664694479,-0.129486,-0.00445557
1680337164.666691654,-0.129517,-0.00497437
1680337164.668692003,-0.130554,-0.00656128
1680337164.670691604,-0.131104,-0.00784302
1680337164.672693297,-0.131348,-0.00665283
1680337164.674692888,-0.131775,-0.00531006
1680337164.676692990,-0.132751,-0.006073
1680337164.678694257,-0.131683,-0.00830078
1680337164.680696036,-0.130737,-0.00674438
1680337164.682700472,-0.131042,-0.00683594
1680337164.684702783,-0.130981,-0.00784302
1680337164.686701489,-0.131409,-0.0085144
1680337164.688701771,-0.132202,-0.00750732
1680337164.690700627,-0.132812,-0.00714111
1680337164.692698248,-0.132202,-0.0078125
1680337164.694696433,-0.133179,-0.00708008
1680337164.696696579,-0.132751,-0.0065918
1680337164.698696447,-0.130157,-0.00683594
1680337164.700694625,-0.131989,-0.00430298
1680337164.702691460,-0.132172,-0.00595093
