1680337125.206400112,0,0
1680337125.206454305,0,0
1680337125.207518593,0,0
1680337125.209511532,0,0
1680337125.211562206,0,0
1680337125.213513222,0,0
1680337125.215562594,0,0
1680337125.217554860,0,0
1680337125.219556862,0,0
1680337125.221555090,0,0
1680337125.223556577,0,0
1680337125.225555195,0,0
1680337125.227572052,0,0
1680337125.229518759,0,0
1680337125.231565660,0,0
1680337125.233519234,0,0
1680337125.235564923,0,0
1680337125.237519725,0,0
1680337125.239578751,0,0
1680337125.241526243,0,0
1680337125.243525863,0,0
1680337125.245518389,0,0
1680337125.247580205,0,0
1680337125.249579376,0,0
1680337125.251581211,0,0
1680337125.253579070,0,0
1680337125.255579253,0,0
1680337125.257581069,0,0
1680337125.259578639,0,0
1680337125.261595991,0,0
1680337125.263579437,0,0
1680337125.265580792,0,0
1680337125.267591442,0,0
1680337125.269581281,0,0
1680337125.271580245,0,0
1680337125.273578831,0,0
1680337125.275578882,0,0
1680337125.277580509,0,0
1680337125.279579820,0,0
1680337125.281581079,0,0
1680337125.283580534,0,0
1680337125.285581772,0,0
1680337125.287581856,0,0
1680337125.289525220,0,0
1680337125.291577757,0,0
1680337125.293522506,0,0
1680337125.295578659,0,0
1680337125.297524881,0,0
1680337125.299577417,0,0
1680337125.301524862,0,0
1680337125.303577998,0,0
1680337125.305527131,0,0
1680337125.307526290,0,0
1680337125.309539622,0,0
1680337125.311540388,0,0
1680337125.313537236,0,0
1680337125.315543607,0,0
1680337125.317531381,0,0
1680337125.319578530,0,0
1680337125.321579568,0,0
1680337125.323579607,0,0
1680337125.325579237,0,0
1680337125.327580856,0,0
1680337125.329580091,0,0
1680337125.331580111,0,0
1680337125.333536352,0,0
1680337125.335544816,0,0
1680337125.337545071,0,0
1680337125.339527009,0,0
1680337125.341520216,0,0
1680337125.343518286,0,0
1680337125.345520857,0,0
1680337125.347520305,0,0
1680337125.349578196,0,0
1680337125.351581007,0,0
1680337125.353579650,0,0
1680337125.355578874,0,0
1680337125.357580732,0,0
1680337125.359579211,0,0
1680337125.361525005,0,0
1680337125.363581804,0,0
1680337125.365525158,0,0
1680337125.367580283,0,0
1680337125.369543836,0,0
1680337125.371580932,0,0
1680337125.373523029,0,0
1680337125.375578274,0,0
1680337125.377522459,0,0
1680337125.379578888,0,0
1680337125.381534125,0,0
1680337125.383579101,0,0
1680337125.385580733,0,0
1680337125.387586052,0,0
1680337125.389597259,0,0
1680337125.391581270,0,0
1680337125.393580176,0,0
1680337125.395581679,0,0
1680337125.397582462,0,0
1680337125.399521591,0,0
1680337125.401518797,0,0
1680337125.403522057,0,0
1680337125.405521387,0,0
1680337125.407521719,0,0
1680337125.409521478,0,0
1680337125.411523176,0,0
1680337125.413522383,0,0
1680337125.415525162,0,0
1680337125.417521689,0,0
1680337125.419540268,0,0
1680337125.421582172,0,0
1680337125.423579771,0,0
1680337125.425579578,0,0
1680337125.427579589,0,0
1680337125.429520582,0,0
1680337125.431577438,0,0
1680337125.433524592,0,0
1680337125.435579012,0,0
1680337125.437522858,0,0
1680337125.439531401,0,0
1680337125.441525164,0,0
1680337125.443520063,0,0
1680337125.445522606,0,0
1680337125.447521172,0,0
1680337125.449519690,0,0
1680337125.451520685,0,0
1680337125.453523741,0,0
1680337125.455522300,0,0
1680337125.457521223,0,0
1680337125.459520210,0,0
1680337125.461522953,0,0
1680337125.463523179,0,0
1680337125.465521558,0,0
1680337125.467526165,0,0
1680337125.469538537,0,0
1680337125.471582116,0,0
1680337125.473581928,0,0
1680337125.475579342,0,0
1680337125.477582017,0,0
1680337125.479534962,0,0
1680337125.481532850,0,0
1680337125.483580078,0,0
1680337125.485579289,0,0
1680337125.487579968,0,0
1680337125.489538673,0,0
1680337125.491528903,0,0
1680337125.493522778,0,0
1680337125.495527390,-0.146576,-0.0178833
1680337125.497524580,-0.14679,-0.0172729
1680337125.499544744,-0.144165,-0.0176392
1680337125.501525890,-0.145325,-0.017395
1680337125.503581395,-0.144226,-0.0179443
1680337125.505526491,-0.144226,-0.0179443
1680337125.507579113,-0.144226,-0.0179443
1680337125.509582007,-0.144226,-0.0179443
1680337125.511581814,-0.144226,-0.0179443
1680337125.513582709,-0.144226,-0.0179443
1680337125.515583031,-0.144226,-0.0179443
1680337125.517583459,-0.144226,-0.0179443
1680337125.519580822,-0.144226,-0.0179443
1680337125.521541135,-0.144226,-0.0179443
1680337125.523544302,-0.146698,-0.018219
1680337125.525543240,-0.146362,-0.0189209
1680337125.527543308,-0.145264,-0.0195923
1680337125.529527250,-0.145111,-0.0194092
1680337125.531530089,-0.146606,-0.019165
1680337125.533523872,-0.148407,-0.0191345
1680337125.535524343,-0.148499,-0.0194092
1680337125.537545506,-0.14679,-0.0189819
1680337125.539525528,-0.146057,-0.0188599
1680337125.541522443,-0.147736,-0.0201721
1680337125.543523999,-0.147705,-0.0205078
1680337125.545524122,-0.148376,-0.019989
1680337125.547524880,-0.148834,-0.0189819
1680337125.549523827,-0.14679,-0.019989
1680337125.551527154,-0.146851,-0.0198669
1680337125.553524077,-0.145752,-0.0203552
1680337125.555524964,-0.147766,-0.0185547
