0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-4230,-362
-4036,-217
-3999,-142
-3972,-102
-3876,-54
-3846,-24
-3856,-40
-3824,-15
-3799,-52
-3773,-40
-3825,-149
-3810,-186
-3848,-272
-3822,-355
-3893,-425
-3898,-414
-3913,-388
-3902,-376
-3923,-391
-3947,-438
-4046,-440
-4008,-446
-4159,-486
-4135,-546
-4135,-546
-4135,-546
-4135,-546
-4135,-546
-4135,-546
-4135,-546
-4135,-546
-4135,-546
-4135,-546
-3631,56
-3663,28
-3669,-4
-3664,-83
-3708,194
-3748,289
-3775,333
-3719,368
-3680,396
-3628,311
-3612,258
-3632,134
-3632,32
-3782,-82
-3904,-192
-4008,-304
-4032,-480
-4115,-610
-4104,-706
-4116,-746
-4198,-763
-4244,-797
-4263,-809
-4286,-779
-4344,-621
-4334,-556
-4335,-500
-4335,-434
-4304,-419
-3964,-470
-3986,-464
-3986,-464
-3986,-464
-3986,-464
-3986,-464
-3986,-464
-3986,-464
-3986,-464
-3986,-464
-3986,-464
-3986,-464
-3994,-397
-4052,-440
-4105,-405
-4082,-375
-4139,-340
-4195,-266
-4159,-94
-4064,26
-3928,281
-3945,234
-3959,246
-3880,152
-3750,9
-3654,-125
-3597,-204
-3612,-235
-3620,-363
-3750,-382
-3888,-412
-3910,-472
-3920,-346
-4046,-346
-4108,-288
-4068,-208
-4000,-107
-4046,-172
-4043,-200
-3792,-150
-3741,-156
-3762,-230
-3762,-230
-3762,-230
-3762,-230
-3762,-230
-3762,-230
-3762,-230
-3762,-230
-3762,-230
-3762,-230
-4078,-363
-4080,-302
-4085,-240
-3970,-209
