1680345981.32422,200,0
1680345981.32441,19.999,0
1680345981.32645,19.998,0
1680345981.32843,19.997,0
1680345981.33045,19.996,0
1680345981.33243,19.995,0
1680345981.33449,19.994,0
1680345981.33647,19.993,0
1680345981.33846,19.992,0
1680345981.34046,19.991,0
1680345981.3425,19.99,0
1680345981.34447,19.989,0
1680345981.3465,19.988,0
1680345981.34847,19.987,0
1680345981.3505,19.986,0
1680345981.35247,19.985,0
1680345981.3545,19.984,0
1680345981.35645,19.983,0
1680345981.35851,19.982,0
1680345981.36046,19.981,0
1680345981.3625,19.98,0
1680345981.36441,19.979,0
1680345981.3665,19.978,0
1680345981.36849,19.977,0
1680345981.3705,19.976,0
1680345981.37247,19.975,0
1680345981.37445,19.974,0
1680345981.37646,19.973,0
1680345981.3785,19.972,0
1680345981.38045,19.971,0
1680345981.3825,19.97,0
1680345981.38442,19.969,0
1680345981.3865,19.968,0
1680345981.38846,19.967,0
1680345981.39046,19.966,0
1680345981.39247,19.965,0
1680345981.39446,19.964,0
1680345981.39642,19.963,0
1680345981.39845,19.962,0
1680345981.4004,19.961,0
1680345981.40244,19.96,0
1680345981.4044,19.959,0
1680345981.40649,19.958,0
1680345981.40847,19.957,0
1680345981.41045,19.956,0
1680345981.41247,19.955,0
1680345981.41445,19.954,0
1680345981.41647,19.953,0
1680345981.4185,19.952,0
1680345981.42047,19.951,0
1680345981.4225,19.95,0
1680345981.42442,19.949,0
1680345981.4265,19.948,0
1680345981.42847,19.947,0
1680345981.43046,19.946,0
1680345981.43243,19.945,0
1680345981.43445,19.944,0
1680345981.43644,19.943,0
1680345981.43846,19.942,0
1680345981.44047,19.941,0
1680345981.4425,19.94,0
1680345981.44442,19.939,0
1680345981.4465,19.938,0
1680345981.44842,19.937,0
1680345981.4505,19.936,0
1680345981.45247,19.935,0
1680345981.45446,19.934,0
1680345981.45646,19.933,0
1680345981.4585,19.932,0
1680345981.46042,19.931,0
1680345981.46245,19.93,0
1680345981.46442,19.929,0
1680345981.46649,19.928,0
1680345981.46846,19.927,0
1680345981.4705,19.926,0
1680345981.47246,19.925,0
1680345981.4745,19.924,0
1680345981.47646,19.923,0
1680345981.4785,19.922,0
1680345981.48047,19.921,0
1680345981.4825,19.92,0
1680345981.48446,19.919,0
1680345981.4865,19.918,0
1680345981.48846,19.917,0
1680345981.49045,19.916,0
1680345981.49246,19.915,0
1680345981.4945,19.914,0
1680345981.49646,19.913,0
1680345981.4985,19.912,0
1680345981.50046,19.911,0
1680345981.5025,19.91,0
1680345981.50446,19.909,0
1680345981.5065,19.908,0
1680345981.50846,19.907,0
1680345981.5105,19.906,0
1680345981.51246,19.905,0
1680345981.5145,19.904,0
1680345981.51641,19.903,0
1680345981.5185,19.902,0
1680345981.52046,19.901,0
1680345981.52245,19.9,0
1680345981.52442,19.899,0
1680345981.52645,19.898,0
1680345981.52842,19.897,0
1680345981.53045,19.896,0
1680345981.53241,19.895,0
1680345981.53445,19.894,0
1680345981.53641,19.893,0
1680345981.53845,19.892,0
1680345981.54041,19.891,0
1680345981.54249,19.89,0
1680345981.54444,19.889,0
1680345981.54648,19.888,0
1680345981.54845,19.887,0
1680345981.55045,19.886,0
1680345981.55244,19.885,0
1680345981.55448,19.884,0
1680345981.55645,19.883,0
1680345981.55849,19.882,0
1680345981.56045,19.881,0
1680345981.56249,19.88,0
1680345981.56446,19.879,0
1680345981.56649,19.878,0
1680345981.56846,19.877,0
1680345981.57049,19.876,0
1680345981.57246,19.875,0
1680345981.5745,19.874,0
1680345981.57646,19.873,0
1680345981.5785,19.872,0
1680345981.58046,19.871,0
1680345981.5825,19.87,0
1680345981.58446,19.869,0
1680345981.5865,19.868,0
1680345981.58846,19.867,0
1680345981.59046,19.866,0
1680345981.59241,19.865,0
1680345981.59445,19.864,0
1680345981.59641,19.863-4484,-32
1680345981.59849,19.862-4440,-6
1680345981.60043,19.861-4408,4
1680345981.60245,19.86-4308,32
1680345981.60442,19.859-4247,32
1680345981.60645,19.858-4244,20
1680345981.60841,19.857-4231,19
1680345981.6105,19.856-4226,17
1680345981.61247,19.855-4247,37
1680345981.6145,19.854-4231,25
1680345981.61647,19.853-4195,48
1680345981.6185,19.852-4187,133
1680345981.62047,19.851-4176,129
1680345981.6225,19.85-4175,151
1680345981.62448,19.849-4195,210
1680345981.6265,19.848-4210,196
1680345981.62847,19.847-4318,-294
1680345981.6305,19.846-4339,-356
1680345981.63247,19.845-4339,-356
1680345981.6345,19.844-4339,-356
1680345981.63643,19.843-4339,-356
1680345981.63846,19.842-4339,-356
1680345981.64042,19.841-4339,-356
1680345981.64249,19.84-4339,-356
1680345981.64447,19.839-4339,-356
1680345981.6465,19.838-4339,-356
1680345981.64847,19.837-4339,-356
1680345981.6505,19.836-4339,-356
1680345981.65247,19.835-4660,-430
1680345981.6545,19.834-4658,-422
1680345981.65642,19.833-4663,-415
1680345981.65849,19.832-4619,-412
1680345981.66047,19.831-4618,-376
1680345981.66246,19.83-4624,-464
1680345981.66442,19.829-4608,-440
1680345981.6665,19.828-4622,-414
1680345981.66847,19.827-4576,-438
1680345981.6705,19.826-4618,-462
1680345981.67247,19.825-4659,-476
1680345981.6745,19.824-4652,-508
1680345981.67647,19.823-4699,-534
1680345981.6785,19.822-4765,-552
1680345981.68048,19.821-4728,-616
1680345981.6825,19.82-4648,-535
1680345981.68447,19.819-4656,-488
1680345981.6865,19.818-4606,-439
1680345981.68848,19.817-4558,-367
1680345981.6905,19.816-4512,-278
1680345981.69242,19.815-4515,-230
1680345981.69449,19.814-4570,-142
1680345981.69648,19.813-4542,-42
1680345981.6985,19.812-4526,96
1680345981.70047,19.811-4520,107
1680345981.7025,19.81-4548,153
1680345981.70447,19.809-4554,119
1680345981.7065,19.808-4527,94
1680345981.70847,19.807-4750,-458
1680345981.7105,19.806-4855,-496
1680345981.71247,19.805-4855,-496
1680345981.7145,19.804-4855,-496
1680345981.71643,19.803-4855,-496
1680345981.71845,19.802-4855,-496
1680345981.72042,19.801-4855,-496
1680345981.72245,19.8-4855,-496
1680345981.72442,19.799-4855,-496
1680345981.72645,19.798-4855,-496
1680345981.72841,19.797-4855,-496
1680345981.73045,19.796-4855,-496
1680345981.73242,19.795-4676,-118
1680345981.73445,19.794-4671,-155
1680345981.73641,19.793-4675,-226
1680345981.73845,19.792-4590,-6
1680345981.74041,19.791-4574,-54
1680345981.74245,19.79-4586,-112
1680345981.7444,19.789-4522,-135
1680345981.74648,19.788-4426,-124
1680345981.74844,19.787-4364,-178
1680345981.75048,19.786-4333,-212
1680345981.75244,19.785-4387,-169
