0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-5236,-8
-4974,-52
-5156,-210
-5229,-288
-5229,-288
-5229,-288
-5229,-288
-5229,-288
-5229,-288
-5229,-288
-5229,-288
-5229,-288
-5229,-288
-5229,-288
-5229,-288
-4912,414
-4843,558
-4775,595
-4777,784
-5514,-400
-5485,-352
-5426,-338
-5385,-325
-5187,-192
-5148,-78
-5086,0
-4930,49
-4862,101
-4872,164
-4823,198
-4831,292
-4798,434
-4823,496
-4763,590
-4750,592
-4703,576
-4698,578
-4754,612
-4780,564
-4832,520
-4864,448
-4904,368
-4954,272
-4908,397
-4870,347
-4758,228
-4758,228
-4758,228
-4758,228
-4758,228
-4758,228
-4758,228
-4758,228
-4758,228
-4758,228
-4758,228
-4758,228
-5388,228
-5333,-40
-5252,20
-5174,72
-4932,120
-4956,66
-4949,-29
-4963,-120
-4980,-124
-5040,-138
-5083,-208
-5111,-196
-5082,-199
-5143,-226
-5162,-216
-5180,-208
-5212,-115
-5188,-107
-5178,-27
-5205,115
-5215,240
-5222,310
-5208,235
-5139,148
-5028,168
-4969,132
-4928,184
-4918,264
-5424,316
-5492,-336
-5484,-404
-5484,-404
-5484,-404
-5484,-404
-5484,-404
-5484,-404
-5484,-404
-5484,-404
-5484,-404
-5484,-404
-5464,-60
-5416,-126
-5390,-170
-5346,-126
-5030,53
-5028,-23
-5018,-59
-5032,-70
-5092,-67
-5114,-92
-5135,-134
-5274,-203
-5455,-340
-5588,-488
-5701,-582
-5748,-679
-5768,-704
-5734,-744
-5734,-724
-5776,-690
-5714,-634
-5659,-501
-5580,-400
-5487,-250
-5356,-147
-5288,-38
-5247,42
-5154,118
-5115,196
-4924,193
-4943,100
-4943,100
-4943,100
-4943,100
-4943,100
-4943,100
-4943,100
-4943,100
-4943,100
-4943,100
-5231,-303
-5177,-257
-5036,-126
-4980,34
-5280,-32
-5230,77
-5216,122
-5108,180
