0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-3890,191
-3941,157
-4008,142
-4099,108
-4051,51
-4040,-6
-4009,-99
-4014,-165
-4062,-234
-4089,-423
-4120,-547
-4183,-636
-4238,-700
-4304,-814
-4298,-840
-4280,-858
-4532,-1124
-4477,-1131
-4491,-1094
-4491,-1094
-4491,-1094
-4491,-1094
-4491,-1094
-4491,-1094
-4491,-1094
-4491,-1094
-4491,-1094
-4491,-1094
-3680,240
-3686,286
-3658,260
-3636,176
-3502,204
-3570,98
-3592,28
-3600,-96
-3574,-239
-3661,-333
-3773,-426
-3935,-510
-3995,-581
-4116,-584
-4214,-642
-4240,-740
-4264,-709
-4298,-687
-4328,-707
-4346,-666
-4351,-671
-4408,-631
-4367,-608
-4337,-615
-4302,-565
-4302,-453
-4310,-367
-4296,-319
-3758,88
-3704,55
-3652,51
-3652,51
-3652,51
-3652,51
-3652,51
-3652,51
-3652,51
-3652,51
-3652,51
-3652,51
-3652,51
-3652,51
-4328,-550
-4300,-544
-4317,-499
-4319,-420
-3792,248
-3859,297
-3928,246
-3964,116
-4030,30
-4119,-138
-4111,-308
-4078,-488
-4078,-532
-4077,-602
-4076,-650
-4087,-704
-4048,-695
-4014,-704
-3976,-697
-3912,-624
-3876,-550
-3853,-463
-3876,-378
-3893,-368
-3967,-315
-4052,-311
-4076,-313
-4133,-328
-3959,-456
-3870,-409
-3780,-344
-3780,-344
-3780,-344
-3780,-344
-3780,-344
-3780,-344
-3780,-344
-3780,-344
-3780,-344
-3780,-344
-4562,-940
-4679,-999
-4720,-976
-4703,-947
-4544,-1000
-4656,-1013
-4728,-1032
-4728,-992
-4666,-971
-4624,-969
-4522,-872
-4434,-808
-4350,-681
-4179,-580
-4050,-391
-3999,-169
-3827,54
-3715,203
-3644,372
-3551,502
-3512,634
